 ,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
345,000333,美的集团,0.67,-27.17,,6.87,,435258.7,11.4,,04-29
346,000928,中钢国际,0.15,-7.02,,2.38,,10170.02,1.09,,04-29
347,002586,围海股份,-0.0,-132.08,,-0.08,,-126.73,-132.69,,04-29
348,000504,南华生物,-0.02,4.67,,-173.42,,-489.72,5.11,,04-29
349,000524,岭南控股,0.06,162.5,,3.07,,3385.52,418.13,,04-29
350,600589,广东榕泰,0.04,10.81,,0.97,,2910.99,10.99,,04-29
351,000972,*ST中基,-0.03,-7.56,,-2.52,,-2072.56,-7.65,,04-29
352,002618,丹邦科技,0.02,-39.55,,0.47,,792.87,20.92,,04-29
353,000543,皖能电力,-0.02,-110.31,,-0.36,,-4002.83,-111.55,,04-29
354,000993,闽东电力,0.0,-87.4,,0.12,,180.75,-87.3,,04-29
355,601011,宝泰隆,0.02,835.29,,0.5,,2178.72,851.65,,04-29
356,600232,金鹰股份,0.01,10.0,,0.35,,412.33,11.01,,04-29
357,600623,华谊集团,0.12,63.89,,1.53,,25087.14,65.04,,04-29
358,600250,南纺股份,-0.18,125.0,,-15.05,,-4646.97,122.1,,04-29
359,002024,苏宁云商,0.01,-125.0,,0.12,,7825.2,-126.43,,04-29
360,600048,保利地产,0.16,23.08,,2.1,,189144.18,38.73,,04-29
361,603020,爱普股份,0.11,-69.42,,1.97,,3639.25,-38.83,,04-29
362,002816,和科达,-0.03,-41.22,,-0.58,,-298.37,-21.6,,04-29
363,002180,纳思达,-0.86,-510.48,,-63.83,,-85858.38,-819.88,,04-29
364,000826,启迪桑德,0.22,-5.65,,2.23,,21006.45,7.66,,04-29
365,600830,香溢融通,0.04,-2.78,,0.79,,1599.3,-2.69,,04-29
366,600100,同方股份,-0.09,-105.17,,-1.25,,-26910.31,-105.17,,04-29
367,002212,南洋股份,-0.03,-250.0,,-0.44,,-3041.45,-344.94,,04-29
368,600117,西宁特钢,0.01,-102.94,,0.38,,1082.82,-104.25,,04-29
369,000158,常山北明,-0.01,-52.38,,-0.22,,-1240.88,-54.01,,04-29
370,000905,厦门港务,0.04,-33.33,,0.82,,2131.32,-37.58,,04-29
371,000413,东旭光电,0.08,-11.11,,1.75,,39278.26,12.95,,04-29
372,600568,中珠医疗,0.09,62.2,,1.06,,6293.01,106.29,,04-29
373,600969,郴电国际,0.06,5.38,,0.46,,1495.7,5.33,,04-29
374,600191,华资实业,0.02,339.02,,0.4,,871.86,333.28,,04-29
375,000519,中兵红箭,-0.01,-227.84,,-0.24,,-1736.13,-272.7,,04-29
376,000968,蓝焰控股,0.1,-120.52,,5.31,,7481.22,-129.88,,04-29
377,600210,紫江企业,0.3,803.03,,9.55,,45230.18,816.24,,04-29
378,000538,云南白药,0.7,16.67,,4.47,,72514.19,16.6,,04-29
379,601007,金陵饭店,0.03,10.71,,0.65,,916.26,9.82,,04-29
380,603567,珍宝岛,0.14,-12.48,,2.69,,11739.53,75.09,,04-29
381,600639,浦东金桥,0.18,102.83,,2.31,,20107.41,102.83,,04-29
382,603606,东方电缆,0.03,25.0,,0.91,,778.4,16.24,,04-29
383,600266,北京城建,0.07,-36.36,,0.53,,10299.88,-40.64,,04-29
384,600677,航天通信,0.01,-53.54,,0.23,,722.51,-53.31,,04-29
385,601328,交通银行,0.26,0.0,7.93,3.03,,1932300.0,1.35,,04-29
386,002373,千方科技,0.06,-40.0,,1.93,,6343.81,10.24,,04-29
387,600302,标准股份,0.04,-217.91,,1.21,,1480.88,-217.99,,04-29
388,600693,东百集团,0.03,-33.27,,1.57,,3024.28,33.36,,04-29
389,601555,东吴证券,0.1,-16.67,,1.52,,31010.33,-9.4,,04-29
390,600727,鲁北化工,0.01,0.0,,0.48,,523.73,9.43,,04-29
391,002100,天康生物,0.11,10.0,,4.0,,10729.95,11.12,,04-29
392,601788,光大证券,0.13,-16.57,,1.25,,58721.14,-1.59,,04-29
393,002421,达实智能,0.02,-58.64,,1.42,,4028.56,22.81,,04-29
394,600743,华远地产,0.04,66.67,,1.2,,8100.56,113.1,,04-29
395,601881,中国银河,0.11,0.0,,1.82,,111734.16,10.47,,04-29
396,603901,永创智能,0.04,-50.0,,1.89,,1713.17,9.79,,04-29
397,600383,金地集团,0.19,171.43,,2.3,,87078.65,160.21,,04-29
398,002769,普路通,0.11,-73.17,,3.34,,4035.47,-33.87,,04-29
399,000736,中交地产,-0.08,331.58,,-1.69,,-2450.01,337.29,,04-29
400,600027,华电国际,0.0,-99.46,,0.03,,1183.6,-99.35,,04-29
401,603955,大千生态,0.02,9.22,,0.23,,154.77,9.29,,04-29
402,600401,*ST海润,-0.06,-2411.54,,-7.76,,-28402.51,-2371.24,,04-29
403,600783,鲁信创投,0.02,-60.0,,0.45,,1671.62,-58.79,,04-29
404,000792,盐湖股份,-0.15,-287.47,,-1.1,,-26465.01,-284.2,,04-29
405,600071,凤凰光学,-0.02,-60.04,,-1.34,,-520.02,-59.94,,04-29
406,000011,深物业A,0.51,50510.0,,11.77,,30159.78,52167.63,,04-29
407,603058,永吉股份,0.06,0.0,,3.13,,2474.95,17.57,,04-29
408,603100,川仪股份,0.06,0.0,,1.25,,2368.87,-1.54,,04-29
409,000089,深圳机场,0.07,8.0,,1.34,,14405.23,7.99,,04-29
410,002571,*ST德力,-0.05,13.89,,-1.21,,-1768.12,13.81,,04-29
411,000419,通程控股,0.06,-6.14,,1.71,,3159.23,-6.06,,04-29
412,000505,珠江控股,0.03,-133.33,,19.12,,1375.71,-135.69,,04-29
413,000525,红太阳,0.27,466.88,,3.26,,15802.13,465.28,,04-29
414,600995,文山电力,0.2,11.11,,5.78,,9480.77,11.41,,04-29
415,000995,皇台酒业,-0.08,300.0,,-35.04,,-1339.87,257.11,,04-29
416,002314,南山控股,-0.04,-123.53,,-1.25,,-7483.62,-125.81,,04-29
417,000563,陕国投A,0.04,-18.38,,1.52,,11816.56,-18.37,,04-29
418,002651,利君股份,0.03,50.0,,1.8,,3451.09,38.7,,04-29
419,000587,金洲慈航,0.1,-28.57,,1.16,,10840.43,-29.14,,04-29
420,600018,上港集团,0.05,-6.27,,1.86,,114157.76,-6.4,,04-29
421,600775,南京熊猫,0.01,-71.81,,0.32,,1073.36,-71.69,,04-29
422,600037,歌华有线,0.13,-3.85,,1.39,,17739.05,-3.9,,04-29
423,600416,湘电股份,-0.04,-500.0,,-0.58,,-3701.72,-812.34,,04-29
424,000801,四川九洲,0.0,-95.74,,0.06,,136.13,-91.29,,04-29
425,000021,深科技,0.08,-22.78,,2.2,,11672.47,-22.71,,04-29
426,300273,和佳股份,0.05,-19.35,,1.83,,4298.8,-19.35,,04-29
427,002193,如意集团,0.02,-33.33,,0.2,,497.82,24.17,,04-29
428,002514,宝馨科技,0.04,-42.86,,2.39,,2282.68,24.79,,04-29
429,600846,同济科技,0.05,25.0,,1.58,,3040.77,16.64,,04-29
430,603123,翠微股份,0.07,7.46,,1.28,,3791.13,8.74,,04-29
431,000155,川化股份,0.02,-128.57,,0.89,,2548.2,-173.7,,04-29
432,600881,亚泰集团,-0.08,33.33,,-1.74,,-19789.16,23.58,,04-29
433,600170,上海建工,0.07,-12.5,,2.21,,50264.14,1.16,,04-29
434,000429,粤高速A,0.14,40.0,,3.39,,28671.92,125.43,,04-29
435,600965,福成股份,0.03,-40.0,,1.4,,2477.04,-39.24,,04-29
436,603322,超讯通信,-0.1,-1100.0,,-1.62,,-770.53,-1054.81,,04-29
437,600188,兖州煤业,0.36,607.75,,3.99,,174856.7,606.49,,04-29
438,600582,天地科技,0.0,-40.0,,0.08,,1155.51,-46.06,,04-29
439,600587,新华医疗,0.11,0.0,,1.35,,4407.97,2.8,,04-29
440,300392,腾信股份,-0.05,-183.33,,-3.0,,-1807.28,-172.53,,04-29
441,000584,哈工智能,-0.03,-34.72,,-1.09,,-1639.9,-34.67,,04-29
442,600641,万业企业,0.15,72.1,,2.65,,11735.52,72.13,,04-29
443,601336,新华保险,0.59,-7.81,19.74,3.04,-1.57,183700.0,-7.87,,04-29
444,000651,格力电器,0.67,26.42,,7.19,,401453.65,27.05,,04-29
445,002070,*ST众和,-0.02,242.86,,-2.38,,-1547.01,238.45,,04-29
446,600322,天房发展,0.05,1543.33,,1.3,,5450.39,1531.32,,04-29
447,600713,南京医药,0.07,21.82,,2.26,,5989.99,20.88,,04-29
448,600362,江西铜业,0.16,166.67,,1.11,,54125.09,168.78,,04-29
449,600745,闻泰科技,0.22,2100.0,5.73,3.78,0.53,13794.28,2291.83,,04-29
450,600004,白云机场,0.35,16.67,,3.54,,40784.65,17.95,,04-29
451,002439,启明星辰,-0.01,33.33,,-0.25,,-671.02,26.94,,04-29
452,000732,泰禾集团,0.19,-28.33,,1.27,,23066.78,-28.35,,04-29
453,600051,宁波联合,0.03,105.84,,0.44,,863.12,106.08,,04-29
454,000789,万年青,0.01,24.71,,0.23,,651.8,24.29,,04-29
455,600798,宁波海运,0.02,1791.67,,0.86,,2338.18,1755.2,,04-29
456,600068,葛洲坝,0.13,-6.43,,2.64,,74641.36,15.59,,04-29
457,600477,杭萧钢构,0.11,151.11,,5.43,,12054.78,229.36,,04-29
458,000829,天音控股,0.01,0.0,,0.28,,625.84,-31.69,,04-29
459,600833,第一医药,0.06,6.07,,1.87,,1402.69,6.0,,04-29
460,000046,泛海控股,0.08,127.17,,2.35,,43461.18,137.01,,04-29
461,600496,精工钢构,0.01,-35.43,,0.57,,2168.53,-35.53,,04-29
462,000860,顺鑫农业,0.33,7.23,,2.75,,18795.66,7.22,,04-29
463,600853,龙建股份,-0.01,-27.67,,-0.8,,-617.78,-27.55,,04-29
464,000887,中鼎股份,0.26,23.81,,4.63,,31331.51,32.89,,04-29
465,600137,浪莎股份,0.04,-2.7,,0.76,,345.94,-2.8,,04-29
466,002552,宝鼎科技,-0.03,-30.23,,-1.4,,-986.12,-23.15,,04-29
467,600886,国投电力,0.14,-25.1,,3.17,,93000.71,-25.07,,04-29
468,600158,中体产业,-0.02,11.11,,-0.8,,-1264.4,11.38,,04-29
469,000416,民生控股,0.01,-155.24,,0.7,,616.11,-155.1,,04-29
470,600551,时代出版,0.23,2.78,,2.27,,11597.1,2.74,,04-29
471,603303,得邦照明,0.23,0.0,,3.14,,5479.45,34.66,,04-29
472,600176,中国巨石,0.19,-40.55,,4.2,,47031.58,30.77,,04-29
473,000951,中国重汽,0.25,212.5,,3.37,,16780.96,370.79,,04-29
474,600193,创兴资源,0.01,350.0,,1.54,,402.46,280.03,,04-29
475,002284,亚太股份,0.06,1.72,,1.63,,4352.89,2.25,,04-29
476,002605,姚记扑克,0.06,-14.5,,1.67,,2530.85,-9.13,,04-29
477,000528,柳工,0.1,624.81,,1.22,,10845.0,623.09,,04-29
478,600593,大连圣亚,-0.1,-1.43,,-2.4,,-950.72,-1.39,,04-29
479,000976,华铁股份,0.01,117.39,,0.48,,1712.11,202.33,,04-29
480,002316,键桥通讯,-0.05,-600.0,,-2.51,,-2127.53,-875.67,,04-29
481,600255,梦舟股份,0.01,-150.0,,0.42,,1410.84,-135.64,,04-29
482,002653,海思科,0.04,0.0,,1.94,,4435.6,5.46,,04-29
483,600647,同达创业,0.09,2023.81,,3.26,,1241.31,2014.27,,04-29
484,601179,中国西电,0.06,30.84,,1.59,,30444.08,30.92,,04-29
485,603618,杭电股份,0.03,-75.0,,1.29,,2905.7,-4.25,,04-29
486,601231,环旭电子,0.13,225.0,,3.72,,28667.15,239.72,,04-29
487,603668,天马科技,0.06,0.0,,1.81,,1186.21,26.25,,04-29
488,600291,西水股份,1.94,3246.46,,18.11,,211788.68,3742.3,,04-29
489,601375,中原证券,0.03,-25.0,,0.94,,10004.73,-21.1,,04-29
490,603718,海利生物,0.04,-60.0,,2.51,,2493.99,-11.52,,04-29
491,600310,桂东电力,-0.09,-549.52,,-2.98,,-7818.09,-550.05,,04-29
492,000659,*ST中富,-0.01,-75.0,,-2.28,,-1087.34,-77.96,,04-29
493,000679,大连友谊,0.03,-36.4,,0.82,,1134.21,-36.46,,04-29
494,600718,东软集团,0.02,0.0,,0.36,,2777.24,3.63,,04-29
495,600350,山东高速,0.12,10.19,,2.28,,57443.87,10.12,,04-29
496,600734,实达集团,0.0,-97.35,,0.06,,165.29,-95.39,,04-29
497,601900,南方传媒,0.14,-12.5,,3.06,,11116.08,0.26,,04-29
498,601988,中国银行,0.15,0.0,4.59,3.44,1.31,4664900.0,0.06,,04-29
499,600029,南方航空,0.16,-40.74,,3.53,,155000.0,-42.23,,04-29
500,600460,士兰微,0.03,1200.0,,1.31,,3281.02,1487.62,,04-29
501,000815,美利云,-0.01,-85.71,,-0.5,,-988.28,-57.02,,04-29
502,600821,津劝业,-0.07,-800.0,,-6.26,,-3066.89,-1643.46,,04-29
503,603160,汇顶科技,0.39,124.76,,6.21,,17534.8,150.04,,04-29
504,600125,铁龙物流,0.07,65.85,,1.75,,8821.09,65.15,,04-29
505,600145,*ST新亿,-0.0,-92.86,,-0.06,,-17.49,-91.66,,04-29
506,600537,亿晶光电,0.01,-93.75,,0.31,,937.9,-89.96,,04-29
507,000931,中关村,-0.04,75.95,,-2.58,,-3139.7,96.54,,04-29
508,603313,梦百合,0.28,-3.45,,3.97,,6735.49,31.15,,04-29
509,600576,祥源文化,0.04,115.79,,1.42,,2609.41,112.85,,04-29
510,000958,东方能源,0.12,-61.29,,2.45,,6541.13,-61.71,,04-29
511,600978,宜华生活,0.11,22.22,,2.14,,16030.21,21.31,,04-29
512,603358,华达科技,0.49,11.36,,5.19,,7762.01,48.03,,04-29
513,002610,爱康科技,0.0,-90.0,,0.17,,961.13,-30.21,,04-29
514,000981,银亿股份,0.02,-15.5,,0.77,,5155.31,4.31,,04-29
515,603429,集友股份,0.32,28.88,,5.45,,1994.55,57.54,,04-29
516,002626,金达威,0.11,37.5,,3.02,,6628.19,38.0,,04-29
517,000552,靖远煤电,0.05,10.89,,1.82,,11630.69,122.37,,04-29
518,600615,丰华股份,0.01,-12.5,,0.29,,138.62,-11.96,,04-29
519,600240,华业资本,0.09,-30.77,,2.2,,12617.27,-33.33,,04-29
520,600260,凯乐科技,0.12,100.0,,2.56,,7729.43,100.08,,04-29
521,600652,游久游戏,0.02,70.0,,0.66,,1444.29,76.24,,04-29
522,601200,上海环境,0.22,,,3.1,,15424.45,57.13,,04-29
523,603688,石英股份,0.07,15.71,,1.24,,1491.66,16.42,,04-29
524,600689,上海三毛,0.2,-607.5,2.31,9.18,,4077.49,-602.52,,04-29
525,002725,跃岭股份,0.05,-37.5,,0.89,,811.01,-35.58,,04-29
526,600355,精伦电子,-0.01,-526.67,,-1.55,,-629.17,-498.9,,04-29
527,002741,光华科技,0.02,41.86,,1.1,,878.56,42.07,,04-29
528,603885,吉祥航空,0.33,-17.5,,5.36,,42039.66,-7.45,,04-29
529,603919,金徽酒,0.41,2.5,,6.69,,11365.55,23.01,,04-29
530,601997,贵阳银行,0.42,-6.67,9.57,4.48,3.46,96692.5,19.56,,04-29
531,600415,小商品城,0.12,200.0,,6.46,,68042.18,222.6,,04-29
532,000780,*ST平能,-0.02,-73.81,,-0.55,,-2253.15,-73.55,,04-29
533,000800,一汽轿车,0.1,-138.23,,2.08,,16172.89,-138.22,,04-29
534,603033,三维股份,0.08,-52.94,,0.65,,734.97,-34.59,,04-29
535,600467,好当家,0.01,-36.36,,0.34,,1002.94,24.41,,04-29
536,600826,兰生股份,0.06,-96.23,,0.62,,2350.86,-96.48,,04-29
537,002192,融捷股份,0.0,-57.14,,0.04,,30.63,-57.47,,04-29
538,600096,云天化,0.01,-104.16,,0.42,,1625.54,-104.14,,04-29
539,000038,深大通,0.29,29.82,,1.84,,9418.11,164.79,,04-29
540,000850,华茂股份,0.01,-22.15,,0.24,,1093.01,-22.04,,04-29
541,600130,波导股份,-0.01,-200.0,,-0.88,,-872.56,-182.74,,04-29
542,000919,金陵药业,0.09,-9.92,,1.68,,4303.03,-9.97,,04-29
543,600169,太原重工,0.0,-100.44,,0.03,,110.18,-100.5,,04-29
544,000428,华天酒店,-0.06,-0.0,,-2.25,,-6451.22,11.84,,04-29
545,600563,法拉电子,0.37,-2.65,,3.86,,8250.56,-2.81,,04-29
546,002594,比亚迪,0.2,-37.5,,1.15,,60579.5,-28.79,,04-29
547,002599,盛通股份,0.02,48.15,,0.29,,260.82,43.0,,04-29
548,600586,金晶科技,0.03,223.0,,1.17,,4719.46,533.0,,04-29
549,600988,赤峰黄金,0.01,-50.0,,0.31,,769.12,-51.6,,04-29
550,600620,天宸股份,-0.01,-24.07,,-0.22,,-565.2,13.93,,04-29
551,603568,伟明环保,0.18,0.0,,6.1,,12061.92,45.69,,04-29
552,600247,ST成城,-0.96,3596.91,,,,-32213.53,3590.25,,04-29
553,600658,电子城,0.02,100.0,,0.33,,1963.0,126.6,,04-29
554,601218,吉鑫科技,0.02,-40.97,,0.64,,1698.67,-40.51,,04-29
555,600678,四川金顶,-0.02,-1.22,,,,-847.63,-1.4,,04-29
556,603699,纽威股份,0.07,-22.22,,2.08,,5202.37,-22.22,,04-29
557,600694,大商股份,1.12,12.0,,4.63,,32928.24,11.82,,04-29
558,600321,正源股份,-0.01,-0.32,1.76,-0.71,0.01,-1882.1,-0.62,,04-29
559,002713,东易日盛,-0.23,-8.0,,-5.79,,-5872.65,-5.49,,04-29
560,600712,南宁百货,-0.0,-130.0,,-0.02,,-18.08,-124.42,,04-29
561,601636,旗滨集团,0.09,618.32,,3.98,,24547.87,644.37,,04-29
562,002406,远东传动,0.06,20.0,,1.49,,3365.93,14.05,,04-29
563,603808,歌力思,0.24,71.43,,3.41,,6031.19,153.15,,04-29
564,600339,中油工程,0.04,-187.21,,1.31,,21858.04,-892.1,,04-29
565,000691,亚太实业,-0.01,23.91,,-5.15,,-184.74,24.74,,04-29
566,600379,宝光股份,0.03,-7.42,,1.3,,618.64,-7.23,,04-29
567,002133,广宇集团,0.03,,,0.7,,1992.26,4420.91,,04-29
568,600397,安源煤业,-0.05,-60.97,,-3.68,,-5351.92,-60.99,,04-29
569,000788,北大医药,0.01,0.0,,0.61,,696.58,3.01,,04-29
570,600797,浙大网新,0.01,-150.0,,0.4,,912.9,-164.95,,04-29
571,000007,全新好,,,,0.07,,27.69,-96.39,,04-29
572,300277,海联讯,-0.0,-85.25,,-0.25,,-121.9,-62.75,,04-29
573,000045,深纺织A,0.01,-142.5,,0.13,,430.21,-141.99,,04-29
574,600851,海欣股份,0.01,7.69,,0.25,,1018.35,7.5,,04-29
575,000886,海南高速,0.06,250.0,,2.12,,5544.67,253.32,,04-29
576,600136,当代明诚,0.0,-76.19,,0.01,,25.86,-44.14,,04-29
577,000906,浙商中拓,0.11,37.5,,2.63,,4516.16,46.08,,04-29
578,000501,鄂武商A,0.5,0.0,,4.59,,28583.65,11.63,,04-29
579,000950,*ST建峰,-0.04,-86.3,,-2.16,,-2217.6,-86.41,,04-29
580,600198,大唐电信,-0.15,-13.47,,-5.88,,-13093.69,-13.44,,04-29
581,300056,三维丝,-0.05,-275.82,,-1.14,,-1831.54,-279.51,,04-29
582,600609,金杯汽车,-0.05,444.44,0.02,-117.22,0.01,-5341.86,436.04,,04-29
583,000996,中国中期,0.02,96.43,,0.82,,505.69,95.44,,04-29
584,600234,ST山水,-0.03,200.0,,-5.98,,-560.75,226.54,,04-29
585,000564,供销大集,0.02,-27.83,,0.48,,13377.49,475.91,,04-29
586,600626,申达股份,0.05,-31.12,,1.54,,3836.46,-31.14,,04-29
587,600645,中源协和,0.07,-450.0,,1.76,,2768.02,-547.54,,04-29
588,000608,阳光股份,-0.04,-33.33,,-1.19,,-3366.8,-21.5,,04-29
589,603717,天域生态,0.18,-166.67,,3.81,,2330.23,-167.78,,04-29
590,000657,中钨高新,0.04,-188.89,,0.81,,2413.8,-188.83,,04-29
591,000678,襄阳轴承,0.01,-146.67,,0.25,,305.09,-147.68,,04-29
592,603869,北部湾旅,0.03,44.44,,0.25,,905.0,134.04,,04-29
593,000718,苏宁环球,0.01,93.06,,0.56,,4219.3,93.09,,04-29
594,002122,天马股份,0.01,40.0,,0.37,,1660.07,39.5,,04-29
595,601899,紫金矿业,0.05,1466.67,,3.54,,100563.35,1477.2,,04-29
596,002770,科迪乳业,0.04,-33.33,,1.21,,2257.57,38.51,,04-29
597,002138,顺络电子,0.09,-10.0,,2.4,,6490.57,-14.34,,04-29
598,600784,鲁银投资,0.0,-98.41,,0.08,,132.71,-98.15,,04-29
599,600055,万东医疗,0.01,-115.79,,0.13,,234.41,-126.3,,04-29
600,000046,泛海控股,0.08,127.17,,2.35,,43461.18,137.01,,04-29
601,600496,精工钢构,0.01,-35.43,,0.57,,2168.53,-35.53,,04-29
602,000860,顺鑫农业,0.33,7.23,,2.75,,18795.66,7.22,,04-29
603,600853,龙建股份,-0.01,-27.67,,-0.8,,-617.78,-27.55,,04-29
604,000887,中鼎股份,0.26,23.81,,4.63,,31331.51,32.89,,04-29
605,600137,浪莎股份,0.04,-2.7,,0.76,,345.94,-2.8,,04-29
606,002552,宝鼎科技,-0.03,-30.23,,-1.4,,-986.12,-23.15,,04-29
607,600886,国投电力,0.14,-25.1,,3.17,,93000.71,-25.07,,04-29
608,600158,中体产业,-0.02,11.11,,-0.8,,-1264.4,11.38,,04-29
609,000416,民生控股,0.01,-155.24,,0.7,,616.11,-155.1,,04-29
610,600551,时代出版,0.23,2.78,,2.27,,11597.1,2.74,,04-29
611,603303,得邦照明,0.23,0.0,,3.14,,5479.45,34.66,,04-29
612,600176,中国巨石,0.19,-40.55,,4.2,,47031.58,30.77,,04-29
613,000951,中国重汽,0.25,212.5,,3.37,,16780.96,370.79,,04-29
614,600193,创兴资源,0.01,350.0,,1.54,,402.46,280.03,,04-29
615,600587,新华医疗,0.11,0.0,,1.35,,4407.97,2.8,,04-29
616,300392,腾信股份,-0.05,-183.33,,-3.0,,-1807.28,-172.53,,04-29
617,000584,哈工智能,-0.03,-34.72,,-1.09,,-1639.9,-34.67,,04-29
618,600641,万业企业,0.15,72.1,,2.65,,11735.52,72.13,,04-29
619,601336,新华保险,0.59,-7.81,19.74,3.04,-1.57,183700.0,-7.87,,04-29
620,000651,格力电器,0.67,26.42,,7.19,,401453.65,27.05,,04-29
621,002070,*ST众和,-0.02,242.86,,-2.38,,-1547.01,238.45,,04-29
622,600322,天房发展,0.05,1543.33,,1.3,,5450.39,1531.32,,04-29
623,600713,南京医药,0.07,21.82,,2.26,,5989.99,20.88,,04-29
624,600350,山东高速,0.12,10.19,,2.28,,57443.87,10.12,,04-29
625,600734,实达集团,0.0,-97.35,,0.06,,165.29,-95.39,,04-29
626,601900,南方传媒,0.14,-12.5,,3.06,,11116.08,0.26,,04-29
627,601988,中国银行,0.15,0.0,4.59,3.44,1.31,4664900.0,0.06,,04-29
628,600029,南方航空,0.16,-40.74,,3.53,,155000.0,-42.23,,04-29
629,600460,士兰微,0.03,1200.0,,1.31,,3281.02,1487.62,,04-29
630,000815,美利云,-0.01,-85.71,,-0.5,,-988.28,-57.02,,04-29
631,600821,津劝业,-0.07,-800.0,,-6.26,,-3066.89,-1643.46,,04-29
632,603160,汇顶科技,0.39,124.76,,6.21,,17534.8,150.04,,04-29
633,600125,铁龙物流,0.07,65.85,,1.75,,8821.09,65.15,,04-29
634,600145,*ST新亿,-0.0,-92.86,,-0.06,,-17.49,-91.66,,04-29
635,600537,亿晶光电,0.01,-93.75,,0.31,,937.9,-89.96,,04-29
636,000931,中关村,-0.04,75.95,,-2.58,,-3139.7,96.54,,04-29
637,603313,梦百合,0.28,-3.45,,3.97,,6735.49,31.15,,04-29
638,600576,祥源文化,0.04,115.79,,1.42,,2609.41,112.85,,04-29
639,000958,东方能源,0.12,-61.29,,2.45,,6541.13,-61.71,,04-29
640,600978,宜华生活,0.11,22.22,,2.14,,16030.21,21.31,,04-29
641,002284,亚太股份,0.06,1.72,,1.63,,4352.89,2.25,,04-29
642,002605,姚记扑克,0.06,-14.5,,1.67,,2530.85,-9.13,,04-29
643,000528,柳工,0.1,624.81,,1.22,,10845.0,623.09,,04-29
644,600593,大连圣亚,-0.1,-1.43,,-2.4,,-950.72,-1.39,,04-29
645,000976,华铁股份,0.01,117.39,,0.48,,1712.11,202.33,,04-29
646,002316,键桥通讯,-0.05,-600.0,,-2.51,,-2127.53,-875.67,,04-29
647,600255,梦舟股份,0.01,-150.0,,0.42,,1410.84,-135.64,,04-29
648,002653,海思科,0.04,0.0,,1.94,,4435.6,5.46,,04-29
649,600647,同达创业,0.09,2023.81,,3.26,,1241.31,2014.27,,04-29
650,601179,中国西电,0.06,30.84,,1.59,,30444.08,30.92,,04-29
651,603618,杭电股份,0.03,-75.0,,1.29,,2905.7,-4.25,,04-29
652,601231,环旭电子,0.13,225.0,,3.72,,28667.15,239.72,,04-29
653,603668,天马科技,0.06,0.0,,1.81,,1186.21,26.25,,04-29
654,600291,西水股份,1.94,3246.46,,18.11,,211788.68,3742.3,,04-29
655,601375,中原证券,0.03,-25.0,,0.94,,10004.73,-21.1,,04-29
656,603718,海利生物,0.04,-60.0,,2.51,,2493.99,-11.52,,04-29
657,600310,桂东电力,-0.09,-549.52,,-2.98,,-7818.09,-550.05,,04-29
658,000659,*ST中富,-0.01,-75.0,,-2.28,,-1087.34,-77.96,,04-29
659,000679,大连友谊,0.03,-36.4,,0.82,,1134.21,-36.46,,04-29
660,600127,金健米业,0.01,-37.5,,0.56,,419.49,-37.39,,04-29
661,000897,津滨发展,-0.01,93.33,,-0.72,,-937.93,91.44,,04-29
662,600876,洛阳玻璃,0.0,175.0,,0.22,,115.83,165.03,,04-29
663,000403,ST生化,0.07,16.67,,3.5,,1951.09,10.4,,04-29
664,600539,狮头股份,0.0,-112.0,,0.16,,75.74,-113.21,,04-29
665,000916,华北高速,0.06,20.72,,1.31,,6166.14,13.71,,04-29
666,603266,天龙股份,0.23,-8.0,,3.18,,2087.5,10.85,,04-29
667,600166,福田汽车,0.01,-40.91,,0.46,,8714.71,17.31,,04-29
668,000423,东阿阿胶,0.92,11.05,,6.98,,60456.62,11.05,,04-29
669,600960,渤海活塞,0.07,120.0,,1.45,,6278.0,303.92,,04-29
670,600184,光电股份,0.0,100.0,,0.04,,97.71,60.39,,04-29
671,600595,中孚实业,0.0,-96.67,,0.07,,360.38,-96.8,,04-29
672,600999,招商证券,0.21,18.13,,2.27,,137451.62,36.23,,04-29
673,603399,新华龙,0.0,-103.0,,0.08,,144.26,-102.89,,04-29
674,002623,亚玛顿,0.04,-42.86,,0.32,,699.23,-34.75,,04-29
675,000548,湖南投资,0.01,66.67,,1.0,,253.8,99.41,,04-29
676,000567,海德股份,0.12,762.68,,8.15,,1851.81,760.5,,04-29
677,600257,大湖股份,0.01,-0.75,,0.49,,633.4,11.3,,04-29
678,000592,平潭发展,-0.01,-650.0,,-0.41,,-1284.26,-1234.27,,04-29
679,600649,城投控股,0.2,-16.67,,2.87,,60719.23,-14.59,,04-29
680,002350,北京科锐,-0.04,-852.94,,-0.73,,-837.58,-848.45,,04-29
681,000611,天首发展,-0.0,-82.01,,-0.72,,-139.56,-81.83,,04-29
682,601238,广汽集团,0.59,96.67,,8.35,,382857.84,98.68,,04-29
683,600686,金龙汽车,-0.09,-200.0,,-1.5,,-5322.18,-194.54,,04-29
684,603727,博迈科,0.1,-66.67,,0.95,,2284.49,-56.14,,04-29
685,601601,中国太保,0.22,-8.33,14.65,1.5,2.92,200000.0,-9.05,,04-29
686,002722,金轮股份,0.14,0.0,,1.48,,2478.58,10.6,,04-29
687,000681,视觉中国,0.04,12.53,,1.23,,2929.2,13.92,,04-29
688,600753,东方银星,-0.01,-3750.0,,-0.66,,-93.15,-4080.59,,04-29
689,002451,摩恩电气,0.01,-8.33,,0.7,,471.78,-8.17,,04-29
